IdForm,FormPokemon,Url_ImgPokemonForm,Description,Size (cm),Weight (kg),Ability
0207-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,"A veces se sujeta a los precipicios. Cuando divisa una presa, despliega sus alas y planea para atacar.",110,64.8,"Corte Fuerte, Velo Arena, Inmunidad"
0208-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,Su cuerpo es más duro que cualquier metal debido a la gran presión y calor de su hábitat.,920,400,"Cabeza Roca, Robustez, Potencia Bruta"
0208-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Steelix.png,Steelix vive a mayor profundidad aún que Onix. Se le conoce por su tendencia a excavar hacia el interior del planeta. Hay datos que muestran que este Pokémon ha llegado a alcanzar 1 km de profundidad.,1050,740,Poder arena
0209-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,"Muy travieso por naturaleza, a muchas mujeres les gusta jugar con él porque es muy cariñoso.",60,7.8,"Intimidación, Fuga, Cobardía"
0210-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,"A pesar de su aspecto, es muy tímido. Sin embargo, cuando se enfada, ataca con sus colmillos.",140,48.7,"Intimidación, Pies Rápidos, Cobardía"
0211-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,"Para arrojar sus venenosas púas, infla su cuerpo bebiendo hasta diez litros de agua de una sola vez.",50,3.9,"Punto Tóxico, Nado Rápido, Intimidación"
0211-B,B - Hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10234.png,"Para arrojar sus venenosas púas, infla su cuerpo bebiendo hasta diez litros de agua de una sola vez.",50,3.9,"Punto Tóxico, Nado Rápido, Intimidación"
0212-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,"Las pinzas que posee tienen acero. Con ellas, no hay nada que se le resista. Rompen todo lo que pillan.",180,118,"Enjambre, Experto, Metal Liviano"
0212-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Scizor.png,"Almacena en su interior la tremenda energía de la megaevolución y, si pasa mucho tiempo en esta forma, su cuerpo comienza a fundirse.",200,125,Experto
0213-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,Las bayas que almacena en su caparazón con forma de tarro se convierten al final en un espeso zumo.,60,20.5,"Robustez, Gula, Respondón"
0214-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,"Este fuerte Pokémon clava su preciado cuerno en la tripa del enemigo, lo eleva y luego lo arroja.",150,54,"Enjambre, Agallas, Autoestima"
0214-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Heracross.png,Es capaz de encajar entre sus dos cuernos objetos que superen su peso 500 veces y levantarlos sin problema.,170,62.5,Encadenado
0215-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,Se alimenta de huevos robados en nidos. Clava sus afiladas garras en los puntos débiles de sus rivales.,90,28,"Foco Interno, Vista Lince, Hurto"
0215-B,B - Hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10235.png,Se alimenta de huevos robados en nidos. Clava sus afiladas garras en los puntos débiles de sus rivales.,90,27,"Foco Interno, Vista Lince, Hurto"
0216-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,"Si encuentra miel, brillará la marca de su frente. Se lame las garras cuando están llenas de miel.",60,8.8,"Recogida, Pies Rápidos, Recogemiel"
0217-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,"Capaz de percibir cualquier tipo de aroma, encuentra sin problemas todo alimento enterrado bajo tierra.",180,125.8,"Agallas, Pies Rápidos, Nerviosismo"
0218-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,"Asiduo a las zonas volcánicas, se desliza lentamente en busca de lugares calientes.",70,35,"Escudo Magma, Cuerpo Llama, Armadura Frágil"
0219-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,"En ocasiones, su resbaladiza concha lanza intensas llamaradas que recorren todo su cuerpo.",80,55,"Escudo Magma, Cuerpo Llama, Armadura Frágil"
0220-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,Frota su hocico contra el suelo para desenterrar comida. A veces descubre aguas termales.,40,6.5,"Despiste, Manto Níveo, Sebo"
0221-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,"Aunque tiene las patas cortas, las fuertes pezuñas le permiten agarrarse bien al suelo, a pesar del hielo.",110,55.8,"Despiste, Manto Níveo, Sebo"
0222-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,Crece y muda continuamente. La parte superior de su cabeza es muy apreciada por su belleza.,60,5,"Entusiasmo, Cura Natural, Regeneración"
0222-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10173.png,Crece y muda continuamente. La parte superior de su cabeza es muy apreciada por su belleza.,60,0.5,"Armadura Frágil, Cuerpo Maldito"
0223-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png,"Tiene muy buena puntería. Dispara agua a sus presas, hasta si se están moviendo, a más de 100 metros.",60,12,"Entusiasmo, Francotirador, Veleta"
0224-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png,Tiene querencia por los agujeros. Ataca escupiendo tinta metido en las grietas de rocas o en recipientes.,90,28.5,"Ventosas, Francotirador, Veleta"
0225-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png,Transporta alimentos en su cola enrollada. Le gusta compartir su comida con los montañistas perdidos.,90,16,"Espíritu Vital, Entusiasmo, Insomnio"
0226-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,"Acumula velocidad nadando y puede saltar fuera del agua, alcanzando 100 metros de altura, para descender luego planeando.",210,220,"Nado Rápido, Absorbe Agua, Velo Agua"
0227-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,"Después de anidar en zarzas, las alas de sus polluelos crecen fortalecidas por los rasguños.",170,50.5,"Vista Lince, Robustez, Armadura Frágil"
0227-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Skarmory_LPZA.png,"Después de anidar en zarzas, las alas de sus polluelos crecen fortalecidas por los rasguños.",170,40.4,"Vista Lince, Robustez, Armadura Frágil"
0228-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png,"Al amanecer, resuena por la zona su inquietante aullido para anunciar que es su territorio.",60,10.8,"Madrugar, Absorbe Fuego, Nerviosismo"
0229-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png,"Hace mucho, la gente creía que sus horripilantes aullidos eran de la muerte personificada.",140,35,"Madrugar, Absorbe Fuego, Nerviosismo"
0229-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Houndoom.png,"Sus uñas y el extremo de la cola comienzan a fundirse debido a las altas temperaturas, atormentando al propio Houndoom.",190,49.5,Poder solar
0230-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png,Dicen que suele esconderse en cuevas submarinas. Puede crear torbellinos al bostezar.,180,152,"Nado Rápido, Francotirador, Humedad"
0231-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png,"Como muestra de afecto, golpea con su trompa. Aunque es tan fuerte que te mandará lejos.",50,33.5,"Recogida, Velo Arena"
0232-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png,"Tiene afilados y duros colmillos, y una gruesa piel. Su Placaje es tan fuerte que puede derribar una casa.",110,120,"Robustez, Velo Arena"
0233-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png,"La investigación mejoró sus habilidades. A veces, puede actuar de forma no programada.",60,32.5,"Rastro, Descarga, Cálculo Final"
0234-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png,Mirar a su cornamenta provoca una extraña sensación de pérdida de equilibrio.,140,71.2,"Intimidación, Cacheo, Herbívoro"
0235-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png,Marca su territorio usando su cola a modo de pincel. Ha hecho más de 5000 marcas diferentes.,120,58,"Ritmo Propio, Experto, Veleta"
0236-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png,"Ataca siempre con mucha energía. Para fortalecerse a sí mismo, sigue luchando aunque pierda.",70,21,"Agallas, Impasible, Espíritu Vital"
0237-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png,Gira a gran velocidad al luchar. La fuerza centrífuga multiplica su poder de destrucción por diez.,140,48,"Intimidación, Experto, Impasible"
0238-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png,Sus labios son la parte más sensible de su cuerpo. Siempre los usa para examinar las cosas.,40,6,"Despiste, Alerta, Hidratación"
0239-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png,"Genera electricidad girando los brazos. No obstante, es incapaz de almacenar la energía creada.",60,23.5,"Elec. Estática, Espíritu Vital"
0240-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png,"Es pequeño, pero su cuerpo puede llegar a alcanzar 600 °C. Cuando inspira y espira, expulsa llamas por la nariz y por la boca.",70,21.4,"Cuerpo Llama, Espíritu Vital"
0241-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png,"Si tiene crías, la leche que produce contiene muchos más nutrientes de lo normal.",120,75.5,"Sebo, Intrépido, Herbívoro"
0242-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png,"Los huevos que pone están llenos de felicidad. Solo con probar un poquito de uno, cualquiera sonríe.",150,46.8,"Cura Natural, Dicha, Alma Cura"
0243-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png,Las nubes de lluvia que lleva le permiten lanzar rayos a voluntad. Dicen que apareció con un rayo.,190,178,"Presión, Foco Interno"
0244-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png,Un Pokémon que corre por la tierra. Dicen que siempre nace uno cuando aparece un nuevo volcán.,210,198,"Presión, Foco Interno"
0245-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png,Recorre el mundo para purificar agua contaminada. Corre veloz con el viento del norte.,200,187,"Presión, Foco Interno"
0246-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png,"Se alimenta de tierra. Después de comer una gran montaña, se duerme y empieza a crecer.",60,72,"Agallas, Velo Arena"
0247-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png,Su cuerpo es duro como la roca. Se autopropulsa como un cohete soltando los gases de su interior.,120,152,Mudar
0248-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png,En una de sus poderosas garras tiene el poder de hacer temblar la tierra y las montañas.,200,202,"Chorro Arena, Nerviosismo"
0248-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Tyranitar.png,La tremenda fuerza de la megaevolución ha hecho que se le desgarre la espalda. Se mueve guiado tan solo por su instinto de destrucción.,250,255,Chorro Arena
0249-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png,"Duerme en una dorsal marina. Si bate sus alas, puede causar tormentas de 40 días.",520,216,"Presión, Multiescamas"
0250-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png,Cuenta la leyenda que brilla en siete colores. Dicen que deja un arcoíris tras de sí al volar.,380,199,"Presión, Regeneración"
0251-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png,Este Pokémon vaga por el tiempo. La hierba y los árboles crecen por los campos por donde pasa.,60,5,Cura Natural
0252-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png,Escala superficies verticales muy rápido. Con la cola detecta la humedad y prevé el tiempo que va a hacer.,50,5,"Espesura, Liviano"
0253-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png,Los desarrollados músculos que tiene en las extremidades inferiores le hacen ser muy ágil y le permiten dar grandes saltos.,90,21.6,"Espesura, Liviano"
0254-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png,Las hojas de sus brazos pueden cortar gruesos árboles. Invencible en los combates en la jungla.,170,52.2,"Espesura, Liviano"
0254-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Sceptile.png,Las hojas de sus brazos pueden cortar gruesos árboles. Invencible en los combates en la jungla.,190,55.2,Pararrayos
0255-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png,"En su interior, guarda una llama que arde sin cesar. Si se le abraza, se nota que tiene una temperatura muy alta.",40,2.5,"Mar Llamas, Impulso"
0256-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png,Su habilidad le permite dar diez patadas por segundo. Lanza potentes gritos para intimidar.,90,19.5,"Mar Llamas, Impulso"
0257-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png,Puede saltar edificios de 30 plantas. Con sus golpes de fuego quema a sus rivales.,190,52,"Mar Llamas, Impulso"
0257-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Blaziken.png,Puede saltar edificios de 30 plantas. Con sus golpes de fuego quema a sus rivales.,190,52,Impulso
0258-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png,"Tiene una larga cola que le propulsa por el agua con mucha potencia. A pesar de ser pequeño, tiene mucha fuerza.",40,7.6,"Torrente, Humedad"
0259-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,"Sus piernas robustas impiden que pierda el equilibrio y caiga, incluso en el barro. Duerme bajo la arena.",70,28,"Torrente, Humedad"
0260-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,Con sus brazos duros como el acero puede partir rocas gigantescas en mil pedazos de un solo golpe.,150,81.9,"Torrente, Humedad"
0260-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Swampert.png,Con sus brazos duros como el acero puede partir rocas gigantescas en mil pedazos de un solo golpe.,190,102,Nado rápido
0261-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,"Es muy persistente. Si se fija en una presa, no la dejará hasta que caiga agotada.",50,13.6,"Fuga, Pies Rápidos, Cobardía"
0262-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,Siempre obedece a los buenos Entrenadores. Está acostumbrado a vivir en jaurías en estado salvaje.,100,37,"Intimidación, Pies Rápidos, Autoestima"
0263-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,Se mueve en zigzag. Se le da bien encontrar objetos ocultos en la hierba e incluso enterrados.,40,17.5,"Recogida, Gula, Pies Rápidos"
0263-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10174.png,Se mueve en zigzag. Se le da bien encontrar objetos ocultos en la hierba e incluso enterrados.,40,17.5,"Recogida, Gula, Pies Rápidos"
0264-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10175.png,"En línea recta corre a algo más de 100 km/h, pero no es tan hábil si hay curvas de por medio.",50,32.5,"Recogida, Gula, Pies Rápidos"
0264-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,"En línea recta corre a algo más de 100 km/h, pero no es tan hábil si hay curvas de por medio.",50,32.5,"Recogida, Gula, Pies Rápidos"
0265-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,"Le encanta comer hojas. Si le ataca un Starly, se defenderá con sus púas.",30,3.6,"Polvo Escudo, Fuga"
0266-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,Se agarra con su seda a las ramas de un árbol y espera su evolución bebiendo agua de lluvia.,60,10,Mudar
0267-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,Los dibujos de sus coloridas alas son muy peculiares. Liba el néctar de las flores con su fina trompa.,100,28.4,"Enjambre, Rivalidad"
0268-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,"Está formado por seda que se endurece poco a poco. Si se resquebraja el capullo, está a punto de evolucionar.",70,11.5,Mudar
0269-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,"Pokémon nocturno. Atraído por las luces de la ciudad, se come las hojas y arbustos de las avenidas.",120,31.6,"Polvo Escudo, Ojo Compuesto"
0270-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,Parece una planta acuática. Hace de ferry para los Pokémon que no saben nadar.,50,2.6,"Nado Rápido, Cura Lluvia, Ritmo Propio"
0271-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,"Vive en el agua y, cuando hace sol, se queda en la orilla. De día duerme sobre las algas y de noche entra en acción.",120,32.5,"Nado Rápido, Cura Lluvia, Ritmo Propio"
0272-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,"Cuando oye música alegre, sus músculos se llenan de energía, y no puede evitar ponerse a bailar.",150,55,"Nado Rápido, Cura Lluvia, Ritmo Propio"
0273-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,Se cuelga de las ramas con el extremo de su cabeza. A veces se cae cuando soplan vientos fuertes.,50,4,"Clorofila, Madrugar, Hurto"
0274-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,"Cuando usa la hoja de su cabeza como flauta, asusta a la gente. Vive en lo más profundo de los bosques.",100,28,"Clorofila, Madrugar, Hurto"
0275-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,Habita los bosques y se le tiene miedo. Es capaz de leer los pensamientos del rival y actuar en consecuencia.,130,59.6,"Clorofila, Surcavientos, Hurto"
0276-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,Es un Pokémon valiente que no teme a los rivales fuertes. Vuela en busca de climas templados.,30,2.3,"Agallas, Intrépido"
0277-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,"Cuando se encuentra bien, pone firmes las plumas de la cola doble que tiene. Remonta el vuelo de forma muy elegante.",70,19.8,"Agallas, Intrépido"
0278-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,"Sus largas alas aprovechan los vientos marinos para planear. Cuando descansa, las pliega.",60,9.5,"Vista Lince, Hidratación, Cura Lluvia"
0279-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,Hunde su gran pico en el mar para sacar numerosas presas junto con mucha agua.,120,28,"Vista Lince, Llovizna, Cura Lluvia"
0280-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,"Si sus cuernos perciben emociones positivas de personas o Pokémon, su cuerpo se calienta un poco.",40,6.6,"Sincronía, Rastro, Telepatía"
0281-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,"Al percibir la alegría de su Entrenador refuerza sus ataques psicoquinéticos. Cuando está contento, da vueltas y baila.",80,20.2,"Sincronía, Rastro, Telepatía"
0282-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,"Para proteger a su Entrenador, emplea todo su poder psíquico en crear un pequeño agujero negro.",160,48.4,"Sincronía, Rastro, Telepatía"
0282-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Gardevoir.png,"Gardevoir es capaz de leer el futuro. Si siente que su Entrenador está en peligro inminente, dicen que libera automáticamente toda su energía psicoquinética.",160,48.4,Piel feérica
0283-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,"Vive en estanques, pero cuando se desata una tormenta puede aparecer en los charcos que se forman en las ciudades.",50,1.7,"Nado Rápido, Cura Lluvia"
0284-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,"Sus antenas tienen dibujos de ojos, mientras que sus alas le permiten volar en cualquier dirección.",80,3.6,"Intimidación, Nerviosismo"
0285-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,"Prefiere los sitios húmedos. De día está tranquilamente en el bosque, a la sombra. Expulsa polvo tóxico por la cabeza.",40,4.5,"Efecto Espora, Antídoto, Pies Rápidos"
0286-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,Sus cortos brazos se expanden cuando da puñetazos. Tiene una técnica pugilística muy depurada.,120,39.2,"Efecto Espora, Antídoto, Experto"
0287-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,Slakoth se pasa todo el día holgazaneando y solo con verlo a uno le entra mucha pereza.,80,24,Ausente
0288-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,"Su corazón palpita a un ritmo frenético, haciendo que su sangre bulla, así que no puede estarse quieto ni un segundo.",140,46.5,Espíritu Vital
0289-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,El Pokémon más perezoso del mundo. Cambia de lugar para coger la comida al alcance de su mano.,200,130.5,Ausente
0290-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,"Como se ha pasado casi toda la vida viviendo bajo tierra, no ve bien. Las antenas que tiene le ayudan a orientarse.",50,5.5,"Ojo Compuesto, Fuga"
0291-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,Escuchar su zumbido de forma continuada provoca jaquecas. Casi no se le ve de lo rápido que es.,80,12,"Impulso, Allanamiento"
0292-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,"Es el caparazón de un bicho que cobró vida. Si alguien lo mira por la espalda, le robará el alma.",80,1.2,Superguarda
0293-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,"Normalmente murmulla, pero cuando siente que hay peligro se pone a chillar. Solo para cuando se le cierran las orejas.",60,16.3,"Insonorizar, Cobardía"
0294-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,"Aspira profundamente y luego, usando sus fuertes abdominales, suelta un potente vozarrón.",100,40.5,"Insonorizar, Intrépido"
0295-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,Su aullido se puede oír a 10 km. Emite todo tipo de sonidos desde los tubos de su cuerpo.,150,84,"Insonorizar, Intrépido"
0296-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,Endurece su cuerpo golpeando grandes árboles sin perder jamás el ánimo.,100,86.4,"Sebo, Agallas, Potencia Bruta"
0297-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,"Para aumentar su fuerza, da un pisotón en el suelo. Puede lanzar un camión de 10 toneladas por los aires de un puñetazo.",230,253.8,"Sebo, Agallas, Potencia Bruta"
0298-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,Vive cerca del agua. En la tierra se mueve muy rápido botando sobre su gran cola.,20,2,"Sebo, Potencia, Herbívoro"
0299-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,Siempre apunta al norte con su nariz imantada. Con ella reviste su cuerpo de objetos metálicos para protegerse.,100,97,"Robustez, Imán, Poder Arena"
0300-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,No puede evitar ir tras las cosas que se mueven. Hasta corre en círculos persiguiéndose la cola.,60,11,"Gran Encanto, Normalidad, Piel Milagro"
0301-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png,No soporta los lugares sucios. Le encanta acicalarse el pelaje cuando está a gusto en un sitio.,110,32.6,"Gran Encanto, Normalidad, Piel Milagro"
